Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation
"Scottish Medley Scotland the Brave, Gillie Calum Braes o Tulimet",Anonymous,,,,Orchestra,,,Prelude,,,,Scotland,C minor,
Song of the Volga Boatment,Anonymous,,,,Piano,,,SongSecular,,,,Russia,A minor,
Torgao do Batuque,Anonymous,,,,Piano,,,OtherSolo,,,,,Undeterminable,
Triad American The Celebrated One Finger'd Sliding Waltz,Anonymous,,,1880-1900,Piano,,,OtherSolo,,Waltz,,America,C major,
Uns ist ein Kind geboren,Anonymous,,,,Harpsichord,,,OtherSolo,,,,,E minor,
Allegretto in A,Archer,,,1860-1880,Orchestra,,,,,,,England,A major,
Pastorale-Louis XV,Archer,,1878,,Recorder,Clarinet,,,,,,England,G major,
Fairy Tale,Arensky,,,1880-1890,Piano,,,OtherSolo,,,,Russia,G minor,
Impromptu in B,Arensky,,,1880-1890,Piano,,,OtherSolo,,Impromptu,,Russia,B minor,
Suite 1 Romance,Arensky,,,1880-1890,Piano,,,OtherSolo,,,,Russia,G minor,G major
Suite 2 Waltz,Arensky,,,1880-1890,Piano,,,OtherSolo,,Waltz,,Russia,C major,
Suite 3 Polonaise,Arensky,,,1880-1890,Piano,,,OtherSolo,,Polonaise,,Russia,C major,G major
Shakespear's Carol Blow Blow Thou Winter Wind,Arne,,,1725-1745,Harpsichord,,,OtherSolo,,,,England,F major,
Siviliano,Arne,,,1725-1745,Harpsichord,,,OtherSolo,,,,England,F major,
The Masque Alfred King of England Finale-Ode When Britain first at heav'n's command Rule Britannia,Arne,,1740,,Orchestra,,,Opera,,,,England,C major,
The Tempest Finale Quintet,Arne,,,1725-1745,Piano,Voice,,SongSecular,,,,England,D major,
The Tempest Where the Bee Sucks,Arne,,,1725-1745,Piano,,,OtherSolo,,,,England,G major,
Scottish Dances 2 Vivace,Arnold,Op59,1957,,Orchestra,,,SoloDanceOneMovement,,,,England,Eb major,
Scottish Dances 3 Allegretto,Arnold,Op59,1957,,Orchestra,,,SoloDanceOneMovement,,,,England,F major,
Los Esclavos Felices Overture,Arriaga,,1820,,Orchestra,,,Overture,,,,Spain,D major,
Seguidillas Y Tango,Arrieta,,,1845-1880,Guitar,,,OtherSolo,,,,,D minor,
Alice Romance,Ascher,,1895,,Piano,,,OtherSolo,,,,England,Db major,
Danse Andalouse,Ascher,Op30,,1850-1860,Piano,,,OtherSolo,,,,England,Eb major,
Danse Espagnole,Ascher,Op24,1853,,Piano,,,OtherSolo,,,,England,D major,
Fanfare Militaire,Ascher,Op40,1855,,Piano,,,OtherSolo,,,,England,Eb major,
Grande Polka Militaire,Ascher,,1861,,Piano,,,OtherSolo,,,,England,Eb major,
La Cascade de Roses,Ascher,Op80,1869,,Piano,,,OtherSolo,,,,England,Ab major,
La Montagnarde,Ascher,,1855,,Piano,,,OtherSolo,,,,England,G major,
La Perle du Nord,Ascher,,1855,,Piano,,,OtherSolo,,,,England,Eb major,
Mazurka des Traineaux,Ascher,,1866,,Piano,,,OtherSolo,,Mazurka,,England,Eb major,
Sans Soucis,Ascher,Op83,1870,,Piano,,,OtherSolo,,,,England,Eb major,
Un Mot du Coeur,Ascher,Op39,1854,,Piano,,,OtherSolo,,,,England,Bb major,
Vaillance,Ascher,,1852,,Piano,,,OtherSolo,,,,England,A major,
Stabat Mater 1 Stabat Mater,Astorga,,1704,,Harpsichord,Voice,,OtherTextedSacred,,,,,C minor,
Stabat Mater 2 O quam Tristis,Astorga,,1704,,Harpsichord,Voice,,OtherTextedSacred,,,,,G minor,
Music for the Coronation of George IV Introduction to the anthem I was Glad,Attwood,,1820,,Piano,,,OtherSolo,,,,England,C major,
La Muette di Portici Cavatina,Auber,,1828,,Piano,,,OtherSolo,,,,France,Ab major,
La Muette di Portici Overture,Auber,,1828,,Piano,,,OtherSolo,,,,France,G minor,G major
Diavolo Romanze,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,G major,
Gilette Galop,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,D major,
Le Grand Mogol Ouverture,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,C major,
"Ach bleib bei uns, Herr Jesu Christ",Bach,BWV253,,1700-1750,SATB,,,Chorale,,,,Germany,A major,
"Ach Gott, erhor mein Seufzen",Bach,BWV254,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Ach Gott und Herr,Bach,BWV255,,1700-1750,SATB,,,Chorale,,,,Germany,C major,
Ach Gott und Herr,Bach,BWV48,1723,,SATB,,,Chorale,,,,Germany,Bb major,
Ach Gott vom Himmel sieh darein,Bach,BWV153,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
Ach Gott vom Himmel sieh darein,Bach,BWV2,1724,,SATB,,,Chorale,,,,Germany,G minor,
Ach Gott vom Himmel sieh darein,Bach,BWV77,1723,,SATB,,,Chorale,,,,Germany,G minor,
"Ach Gott, wie manches Herzeleid",Bach,BWV153,1723,,SATB,,,Chorale,,,,Germany,C major,
"Ach Gott, wie manches Herzeleid",Bach,BWV3,1725,,SATB,,,Chorale,,,,Germany,A major,
"Ach Gott, wie manches Herzeleid",Bach,BWV3,1725,,SATB,,,Chorale,,,,Germany,A major,
"Ach lieben Christen, seid getrost",Bach,BWV114,1724,,SATB,,,Chorale,,,,Germany,G minor,
"Ach lieben Christen, seid getrost",Bach,BWV256,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
"Ach, was soll ich Sunder machen?",Bach,BWV259,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
"Ach wie fluchtig, ach wie nichtig",Bach,BWV26,1724,,SATB,,,Chorale,,,,Germany,A minor,
"Ach wie fluchtig, ach wie nichtig; Ach wie fluchtig, ach wie nichtig",Bach,BWV26,1724,,SATB,Orchestra,,Cantata,,CantataChorus,,Germany,A minor,
"Ach wie fluchtig, ach wie nichtig; An irdische Schatze das Herze zu hangen",Bach,BWV26,1724,,Bass,Oboe,Oboe,Cantata,,CantataAria,,Germany,E minor,
"Ach wie fluchtig, ach wie nichtig; So schnell ein rauschend Wasser schiesst",Bach,BWV26,1724,,Tenor,Violin,Flute,Cantata,,CantataAria,,Germany,C major,
Alla Breve in D major,Bach,BWV589,1709,,Organ,,,Fugue,,,,Germany,D major,
Alle Menschen mussen sterben,Bach,BWV262,,1700-1750,SATB,,,Chorale,,,,Germany,D major,
Allein Gott in der Hoh sei Ehr,Bach,BWV104,1724,,SATB,,,Chorale,,,,Germany,A major,
Allein Gott in der Hoh sei Ehr,Bach,BWV104,1724,,SATB,,,Chorale,,,,Germany,G major,
Allein Gott in der Hoh sei Ehr,Bach,BWV112,1731,,SATB,,,Chorale,,,,Germany,G major,
Allein Gott in der Hoh sei Ehr,Bach,BWV260,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Allein Gott in der Hoh sei Ehr Chorale Prelude,Bach,BWV662,1723,,Organ,,,Prelude,,ChoralePrelude,,Germany,A major,
Trio super Allein Gott in der H_h sei Her,Bach,BWV664,1723,,Organ,,,Prelude,,ChoralePrelude,,Germany,A major,
Allein Gott in der Hoh sei Ehr,Bach,BWV711,,1708-1717,Organ,,,Prelude,,ChoralePrelude,,Germany,C major,
"Allein zu dir, Herr Jesu Christ",Bach,BWV261,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,
"Allein zu dir, Herr Jesu Christ",Bach,BWV33,1724,,SATB,,,Chorale,,,,Germany,A minor,
Allemande in A minor,Bach,BWV835,,1730-1740,harpsichord,,,SoloDanceOneMovement,,Allemande,,Germany,A minor,
Alles ist an Gottes Segen,Bach,BWV263,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
"Alles nur nach Gottes Willen; Mit allem, was ich hab und bin",Bach,BWV72,1726,,Alto,Violin,Violin,Cantata,,CantataAria,,Germany,C# minor,
Als der gutige Gott,Bach,BWV264,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Als Jesus Christus in der Nacht,Bach,BWV265,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Als vierzig Tag nach Ostern,Bach,BWV266,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
Also hat Gott die Welt geliebt; Mein glaubiges Herze,Bach,BWV68,1725,,Soprano,Cello,Violin,Cantata,,CantataAria,,Germany,F major,
Am Abend aber desselbigen Sabbatas; Wo zwei und drei versammlet sind,Bach,BWV42,1725,,Alto,Orchestra,,Cantata,,CantataAria,,Germany,G major,
"Am Abend aber desselbigen Sabbatas; Verzage nicht, o Hauflein klein",Bach,BWV42,1725,,Soprano,Tenor,Cello,Cantata,,OperaDuet,,Germany,B minor,
An Wasseflussen Babylon,Bach,BWV653,1723,,Organ,,,Prelude,,ChoralePrelude,,Germany,G major,
An Wasserflussen Babylon,Bach,BWV267,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Aria in F major,Bach,BWV587,1705,,Organ,,,Trio,,,,Germany,F major,
"Auf, auf, mein Herz, und du mein ganzer Sinn",Bach,BWV268,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Auf meinen lieben Gott,Bach,BWV5,1724,,SATB,,,Chorale,,,,Germany,G minor,
Aus meines Herzens Grunde,Bach,BWV269,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Aus tiefer Not schrei ich zu dir,Bach,BWV38,1724,,SATB,,,Chorale,,,,Germany,A minor,
Aus tiefer Not schrei ich zu dir_,Bach,BWV686,1739,,organ,,,Prelude,,ChoralePrelude,,Germany,A minor,
Befiehl du deine Wege,Bach,BWV161,1715,,SATB,,,Chorale,,,,Germany,A minor,
Befiehl du deine Wege,Bach,BWV270,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,
Befiehl du deine Wege,Bach,BWV271,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,
Befiehl du deine Wege,Bach,BWV272,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
"Bleib bei uns, denn es will Abend werden; Ach bleib bei uns, Herr Jesu Christ",Bach,BWV6,1725,,Soprano,Orchestra,,Cantata,,CantataChorale,,Germany,Bb major,
Canon on Von Himmel Hoch,Bach,BWV769,1747,,organ,,,Prelude,,ChoralePrelude,,Germany,C major,
Canzona in D minor,Bach,BWV588,1705,,Organ,,,SoloDanceOneMovement,,OtherSpecified,Canzona,Germany,D minor,
"Christ, der du bist der helle Tag",Bach,BWV273,,1700-1750,SATB,,,Chorale,,,,Germany,G minor,
Christ ist erstanden,Bach,BWV276,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Christ lag in Todesbanden,Bach,BWV277,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Christ lag in Todesbanden,Bach,BWV278,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
Christ lag in Todesbanden,Bach,BWV279,,1732-1735,SATB,,,Chorale,,,,Germany,E minor,
Christ lag in Todesbanden,Bach,BWV4,,1707-1725,SATB,,,Chorale,,,,Germany,D minor,
"Christ, unser Herr zum Jordan kam",Bach,BWV176,1725,,SATB,,,Chorale,,,,Germany,C minor,
"Christ, unser Herr zum Jordan kam",Bach,BWV280,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
"Christe, du Beistand deiner Kreuzgemeinde",Bach,BWV275,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
"Christe, der du bist Tag und Licht",Bach,BWV274,,1700-1750,SATB,,,Chorale,,,,Germany,G minor,
Christum wir sollen loben schon,Bach,BWV121,1724,,SATB,,,Chorale,,,,Germany,B minor,
"Christus, der ist mein Leben",Bach,BWV281,,1700-1750,SATB,,,Chorale,,,,Germany,F major,
Christus der ist mein Leben,Bach,BWV282,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
"Christus, der uns delig macht",Bach,BWV245,,1724-1749,SATB,,,Chorale,,,,Germany,A minor,
"Christus, der uns selig macht",Bach,BWV245,,1724-1749,SATB,,,Chorale,,,,Germany,Bb minor,
"Christus, der uns selig macht",Bach,BWV283,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
"Christus ist erstanden, hat uberwunden",Bach,BWV284,,1700-1750,SATB,,,Chorale,,,,Germany,C major,
Fantasy from Fantasy and Fugue D minor,Bach,BWV903,1723,,harpsichord,,,FantasyAndFugue,,Fantasy,,Germany,D minor,
Fugue from Fantasy and Fugue D minor,Bach,BWV903,1723,,harpsichord,,,FantasyAndFugue,,Fugue,,Germany,D minor,
"Concerto 1, first movement, arrangement of Vivaldi",Bach,BWV972,,1713-1714,harpsichord,,,Concerto,,FirstMovement,,Germany,D major,
"Concerto 1, second movement, arrangement of Vivaldi",Bach,BWV972,,1713-1714,harpsichord,,,Concerto,,SlowMovement,,Germany,D major,
"Concerto 1, third movement, arrangement of Vivaldi",Bach,BWV972,,1713-1714,harpsichord,,,Concerto,,LastMovement,,Germany,D major,
"Concerto 2, first movement, arrangement of Vivaldi",Bach,BWV973,,1713-1714,harpsichord,,,Concerto,,FirstMovement,,Germany,G major,
"Concerto 2, second movement, arrangement of Vivaldi",Bach,BWV973,,1713-1714,harpsichord,,,Concerto,,SlowMovement,,Germany,E minor,
"Concerto 2, third movement, arrangement of Vivaldi",Bach,BWV973,,1713-1714,harpsichord,,,Concerto,,LastMovement,,Germany,G major,
Allegro from Concerto after Vivaldi in A minor,Bach,BWV593,1714,,Organ,,,Concerto,,FirstMovement,,Germany,A minor,
Larghetto from Concerto after Vivaldi in A minor,Bach,BWV593,1714,,Organ,,,Concerto,,SlowMovement,,Germany,D minor,
Allegro from Concerto after Vivaldi in D minor,Bach,BWV596,1714,,Organ,,,Concerto,,LastMovement,,Germany,D minor,
Fugue from Concerto after Vivaldi in D minor,Bach,BWV596,1714,,Organ,,,Concerto,,Fugue,,Germany,D minor,
Largo from Concerto after Vivaldi in D minor,Bach,BWV596,1714,,Organ,,,Concerto,,SlowMovement,,Germany,D minor,
Prelude from Concerto after Vivaldi in D minor,Bach,BWV596,1714,,Organ,,,Concerto,,FirstMovement,,Germany,D minor,
Concerto from Concerto and Fugue ,Bach,BWV909,1703,,harpsichord,,,PreludeAndFugue,Concerto and Fugue,Prelude,Concerto,Germany,C minor,
Fugue from Concerto and Fugue,Bach,BWV909,1703,,harpsichord,,,PreludeAndFugue,Concerto and Fugue,Fugue,,Germany,C minor,
Allegro from Concerto in G,Bach,BWV592,1714,,Organ,,,Concerto,,FirstMovement,,Germany,G major,
Grave from Concerto in G,Bach,BWV592,1714,,organ,,,Concerto,,SlowMovement,,Germany,E minor,
Presto from Concerto in G,Bach,BWV592,1714,,Organ,,,Concerto,,LastMovement,,Germany,G major,
Da der Herr Christ zu Tische sass,Bach,BWV285,,1700-1750,SATB,,,Chorale,,,,Germany,C minor,
Dank sei Gott in der Hohe,Bach,BWV287,,1700-1750,SATB,,,Chorale,,,,Germany,F major,
"Danket dem Herren, denn er ist sehr freundlich",Bach,BWV286,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
Das alte Jahr vergangen ist,Bach,BWV288,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,E minor
Das alte Jahr vergangen ist,Bach,BWV289,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,
Das neugeborne Kindelein,Bach,BWV122,1724,,SATB,,,Chorale,,,,Germany,G minor,
Das walt Gott Vater und Gott Sohn,Bach,BWV290,,1700-1750,SATB,,,Chorale,,,,Germany,F major,
Das walt mein Gott,Bach,BWV291,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Dazu ist erschienen der Sohn Gottes; Hollische Schlange,Bach,BWV40,1723,,Bass,Orchestra,,Cantata,,CantataAria,,Germany,D minor,
Den Veter dort oben,Bach,BWV292,,1700-1750,SATB,,,Chorale,,,,Germany,C major,
Der du bist drei in Einigkeit,Bach,BWV293,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Der Herr ist mein getreuer Hirt,Bach,BWV112,1731,,SATB,,,Chorale,,,,Germany,G major,
"Der Tag, der ist so freudenreich",Bach,BWV294,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Des heiligen Geistes reiche Gnad,Bach,BWV295,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Die Nacht ist kommen,Bach,BWV296,,1700-1750,SATB,,,Chorale,,,,Germany,G major,
Die Sonn hat sich mit ihrem Glanz,Bach,BWV297,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
Dies sind die heiligen zehn Gebot,Bach,BWV298,,1700-1750,SATB,,,Chorale,,,,Germany,C major,
"Dir, dir, Jehova will ich singen",Bach,BWV299,,1700-1750,SATB,,,Chorale,,,,Germany,Bb major,
"Du Friedefurst, Herr Jesu Christ",Bach,BWV67,1724,,SATB,,,Chorale,,,,Germany,A major,
Du grosser Schmerzensmann,Bach,BWV300,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
"Du lebensfurst, Herr Jesu Christ",Bach,BWV43,1726,,SATB,,,Chorale,,,,Germany,G major,
"Du, o schones Weltgebaude",Bach,BWV301,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,
"Du, o schones Weltgebaude",Bach,BWV56,1726,,SATB,,,Chorale,,,,Germany,C minor,
Du wahrer Gott und Davids Sohn; Du wahrer Gott und Davids Sohn,Bach,BWV23,1723,,Soprano,Alto,Oboe,Cantata,,OperaDuet,,Germany,C minor,
Duetto no 1 from Clavier Ubung III,Bach,BWV802,1739,,KeyboardUnspecified,,,Duet,,,,Germany,E minor,
Duetto no 2 from Clavier Ubung III,Bach,BWV803,1739,,KeyboardUnspecified,,,Duet,,,,Germany,F major,
Duetto no 3 from Clavier Ubung III,Bach,BWV804,1739,,KeyboardUnspecified,,,Duet,,,,Germany,G major,
Duetto no 4 from Clavier Ubung III,Bach,BWV805,1739,,KeyboardUnspecified,,,Duet,,,,Germany,A minor,
Durch Adams Fall ist ganz verderbt,Bach,BWV18,,1713-1724,SATB,,,Chorale,,,,Germany,A minor,
Durch Adams Fall ist ganz verderbt,Bach,BWV18,,1713-1724,SATB,,,Chorale,,,,Germany,G minor,
Ein faste Burg ist unser Gott,Bach,BWV303,,1700-1750,SATB,,,Chorale,,,,Germany,D major,
Ein feste Burg ist unser Gott,Bach,BWV302,,1700-1750,SATB,,,Chorale,,,,Germany,D major,
Ein feste Burg ist unser Gott,Bach,BWV80,,1727-1747,SATB,,,Chorale,,,,Germany,D major,
Ein Lammelein geht und tragt die Schuld,Bach,BWV267,,1700-1750,SATB,,,Chorale,,,,Germany,Ab major,
"Eins ist not, ach Herr, dies eine",Bach,BWV304,,1700-1750,SATB,,,Chorale,,,,Germany,D major,
Gigue from English Suite No 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,A minor,
Allemande from English Suite 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Allemande,,Germany,G minor,
Courante from English Suite 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Courante,,Germany,G minor,
Prelude from English Suite No 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Prelude,,Germany,G minor,
Sarabande from English Suite No 3 (it's barred wrong),Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Sarabande,,Germany,G minor,
Prelude from English Suite No 4,Bach,BWV809,1715,,Harpsichord,,,SoloSuitePartita,,Prelude,,Germany,F major,
Allemande from English Suite 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Allemande,,Germany,A major,
Bouree II from English Suite no 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Bouree,,Germany,A major,
Bouree II from English Suite,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Bouree,,Germany,A minor,
Courante II from English Suite No 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Courante,,Germany,A major,
Gigue from English Suite No 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,A major,
Prelude from English Suite No 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Prelude,,Germany,A major,
Sarabande from English Suite No 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Sarabande,,Germany,A major,
Allemande from English Suite 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Allemande,,Germany,A minor,
Bouree II from English Suite no 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Bouree,,Germany,A major,
Courante from English Suite 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Courante,,Germany,A minor,
Prelude from English Suite No 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Prelude,,Germany,A minor,
Sarabande from English Suite No 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Sarabande,,Germany,A minor,
Sarabande ornamented from English Suite No 2,Bach,BWV807,1715,,Harpsichord,,,SoloSuitePartita,,Sarabande,,Germany,A minor,
Gavotte I from English Suite no 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Gavotte,,Germany,G minor,
Gavotte II from English Suite no 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Gavotte,,Germany,G major,
Gigue from English Suite No 3,Bach,BWV808,1715,,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,G minor,
Courante I from English Suite 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Courante,,Germany,A major,
Courante II Double from English Suite No 1,Bach,BWV806,1715,,Harpsichord,,,SoloSuitePartita,,Courante,,Germany,A major,
"Erbarm dich mein, o Herre Gott",Bach,BWV305,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
"Erbarm dich mein, o Herre Gott",Bach,BWV721,1740,,organ,,,Prelude,,ChoralePrelude,,Germany,F# minor,
"Erhalt uns, Herr, bei deinem Wort",Bach,BWV6,1725,,SATB,,,Chorale,,,,Germany,G minor,
"Ermuntre dich, mein schwacher Geist",Bach,BWV248,,1734-1735,SATB,,,Chorale,,,,Germany,G major,
Erschienen ist der herrliche Tag,Bach,BWV145,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
Erstanden ist der heilige Christ,Bach,BWV306,,1700-1750,SATB,,,Chorale,,,,Germany,F major,
Es ist das Heil uns kommen her,Bach,BWV155,1716,,SATB,,,Chorale,,,,Germany,F major,
Es ist das Heil uns kommen her,Bach,BWV86,,1724,SATB,,,Chorale,,,,Germany,E major,
Es ist genug! so nimm Herr,Bach,BWV60,1723,,SATB,,,Chorale,,,,Germany,A major,
Es ist gewisslich an der Zeit,Bach,BWV248,1734,,SATB,,,Chorale,,,,Germany,G major,
Es ist gewisslich an der Zeit,Bach,BWV307,,1700-1750,SATB,,,Chorale,,,,Germany,Bb major,
Es spricht der Unweisen Mund,Bach,BWV308,,1700-1750,SATB,,,Chorale,,,,Germany,Bb major,
Es stehn vor Gottes Throne,Bach,BWV309,,1700-1750,SATB,,,Chorale,,,,Germany,G minor,
Es wind schier der letzte Tag,Bach,BWV310,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,
Es woll' uns Gott genadig sein,Bach,BWV311,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,
Es woll uns Gott genadig sein,Bach,BWV312,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,
Es woll uns Gott genadig sein,Bach,BWV69,,1742-1748,SATB,,,Chorale,,,,Germany,D major,
Fantasy from Fantasy and Fugue in C minor,Bach,BWV537,1723,,Organ,,,FantasyAndFugue,,Fantasy,,Germany,C minor,
Fugue from Prelude and Fugue in C minor,Bach,BWV537,1723,,Organ,,,FantasyAndFugue,,Fugue,,Germany,C minor,
Fantasy from Fantasy and Fugue in G minor,Bach,BWV542,,1720-1725,Organ,,,FantasyAndFugue,,Fantasy,,Germany,G minor,
Fugue from Fantasy and Fugue in G minor,Bach,BWV542,,1720-1725,Organ,,,FantasyAndFugue,,Fugue,,Germany,G minor,
Fantasy from Fantasy and Fugue in A minor,Bach,BWV561,,1710-1740,Organ,,,FantasyAndFugue,,Fantasy,,Germany,A minor,
Fantasy from Fantasy and Fugue in C minor,Bach,BWV562,,1730-1745,Organ,,,FantasyAndFugue,,Fantasy,,Germany,C minor,
Fugue from Fantasy and Fugue in C minor,Bach,BWV562,,1730-1745,Organ,,,FantasyAndFugue,,Fugue,,Germany,C minor,
Fantasy from Fantasy and Fugue in A minor,Bach,BWV904,1725,,harpsichord,,,FantasyAndFugue,,Fantasy,,Germany,A minor,
Fugue from Fantasy and Fugue in A minor,Bach,BWV904,1725,,harpsichord,,,FantasyAndFugue,,Fugue,,Germany,A minor,
Fantasy from Fantasy and Fugue D minor,Bach,BWV905,,1715-1725,harpsichord,,,FantasyAndFugue,,Fantasy,,Germany,D minor,
Fugue from Fantasy and Fugue D minor,Bach,BWV905,,1715-1725,harpsichord,,,FantasyAndFugue,,Fugue,,Germany,D minor,
Fantasy from Fantasy and Fugue C minor,Bach,BWV906,1704,,harpsichord,,,FantasyAndFugue,,Fantasy,,Germany,C minor,
Fugue from Fantasy and Fugue C minor,Bach,BWV906,1704,,harpsichord,,,FantasyAndFugue,,Fugue,,Germany,C minor,
Fantasy in G minor,Bach,BWV917,1710,,harpsichord,,,Fantasy,,,,Germany,G minor,
Fantasy in C minor,Bach,BWV919,,1715-1725,harpsichord,,,Fantasy,,,,Germany,C minor,
Bourree from Overture in the French Style,Bach,BWV831,1735,,harpsichord,,,SoloSuitePartita,,Bouree,,Germany,B minor,
Courante from Overture in the French Style,Bach,BWV831,1735,,harpsichord,,,SoloSuitePartita,,Courante,,Germany,B minor,
Echo from Overture in the French Style,Bach,BWV831,1735,,harpsichord,,,SoloSuitePartita,,OtherSpecified,Echo,Germany,B minor,
Gavotte from Overture in the French Style,Bach,BWV831,1735,,harpsichord,,,SoloSuitePartita,,Gavotte,,Germany,B minor,
Gigue from Overture in the French Style,Bach,BWV831,1735,,harpsichord,,,SoloSuitePartita,,Gigue,,Germany,B minor,
